Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
transcript:AT4G05375.1	0	0	0	0
transcript:AT4G05385.1	0	0	0	0
transcript:AT4G05395.1	123	117	81	76
transcript:AT4G05405.1	2	3	1	9
transcript:AT4G05425.1	0	0	0	0
transcript:AT4G05435.1	0	0	1	1
transcript:AT4G05445.1	0	0	0	0
transcript:AT4G05465.1	0	0	0	0
transcript:AT4G05485.1	0	0	0	0
transcript:AT4G05525.1	1	6	2	4
transcript:AT4G05535.1	0	0	7	0
transcript:AT4G05545.1	1	0	0	0
transcript:AT4G05565.1	0	0	0	0
transcript:AT4G05605.1	0	0	0	0
transcript:AT4G05615.1	0	1	2	0
transcript:AT4G05625.1	0	0	0	0
transcript:AT4G05645.1	0	0	0	0
transcript:AT4G05650.1	6	5	6	9
transcript:AT4G05655.1	0	0	0	0
transcript:AT4G05660.1	0	0	0	0
transcript:AT4G05665.1	0	0	0	0
transcript:AT4G05670.1	1	0	0	0
transcript:AT4G05675.1	0	0	0	0
transcript:AT4G05680.1	12	38	25	32
transcript:AT4G05685.1	352	464	356	407
transcript:AT4G05695.1	0	0	0	0
transcript:AT4G05700.1	0	0	0	0
transcript:AT4G05705.1	0	0	0	0
transcript:AT4G05710.1	0	0	0	0
transcript:AT4G05715.1	0	0	0	0
transcript:AT4G09432.1	0	0	0	0
transcript:AT4G09432.2	0	0	0	0
transcript:AT4G05720.1	0	0	0	0
transcript:AT4G05730.1	0	0	0	0
transcript:AT4G05735.1	35	43	32	40
transcript:AT4G05740.1	0	0	0	0
transcript:AT4G05745.1	0	0	0	0
transcript:AT4G05750.1	0	0	0	0
transcript:AT4G05755.1	2	4	0	6
transcript:AT4G05755.2	0	0	0	0
transcript:AT4G05760.1	41	35	33	64
transcript:AT4G05765.1	0	0	0	0
transcript:AT4G05770.1	0	0	0	0
transcript:AT4G05775.1	46	104	10	58
transcript:AT4G05780.1	0	0	0	2
transcript:AT4G05785.1	332	351	259	272
transcript:AT4G05790.1	0	0	0	0
transcript:AT4G05795.1	0	0	0	0
transcript:AT4G05805.1	0	0	0	0
transcript:AT4G05810.1	8	5	9	8
transcript:AT4G05815.1	180	236	183	170
transcript:AT4G05840.1	0	2	0	1
transcript:AT4G05845.1	0	2	0	0
transcript:AT4G05850.1	0	0	0	0
transcript:AT4G05870.1	0	0	0	0
transcript:AT4G05865.1	0	0	0	0
transcript:AT4G05875.1	0	0	0	0
transcript:AT4G05885.1	0	0	0	0
transcript:AT4G05880.1	3	0	0	0
transcript:AT4G05890.1	0	0	0	0
transcript:AT4G05895.1	0	2	0	0
transcript:AT4G05900.1	0	0	0	0
transcript:AT4G05910.1	102	60	69	54
transcript:AT4G05915.1	7	7	4	3
transcript:AT4G05920.1	0	0	0	0
transcript:AT4G05935.1	19	16	10	9
transcript:AT4G05945.1	0	0	3	0
transcript:AT4G05950.1	0	1	0	2
transcript:AT4G05965.1	0	0	0	0
transcript:AT4G05970.1	0	0	0	0
transcript:AT4G05975.1	0	0	0	0
transcript:AT4G05980.1	0	0	0	0
transcript:AT4G05985.1	0	0	0	0
transcript:AT4G05990.1	0	0	0	0
transcript:AT4G05995.1	0	0	0	0
transcript:AT4G06000.1	0	0	0	0
transcript:AT4G06005.1	0	0	0	0
transcript:AT4G06045.1	0	0	0	0
transcript:AT4G06050.1	0	0	0	0
transcript:AT4G06055.1	0	0	0	0
transcript:AT4G06060.1	6	6	15	8
transcript:AT4G06065.1	0	7	0	0
transcript:AT4G06070.1	0	0	0	0
transcript:AT4G06080.1	2	4	0	2
transcript:AT4G06085.1	0	0	4	0
transcript:AT4G06090.1	0	0	0	2
transcript:AT4G06095.1	0	1	0	0
transcript:AT4G13505.1	6	2	0	0
transcript:AT4G13505.2	253	252	100	174
transcript:AT4G06105.1	1	0	3	3
transcript:AT4G06115.1	0	0	0	1
transcript:AT4G06135.1	21	35	44	39
transcript:AT4G06140.1	0	0	0	0
transcript:AT4G06145.1	0	0	0	0
transcript:AT4G06155.1	0	0	0	0
transcript:AT4G06160.1	0	2	0	0
transcript:AT4G13918.1	750	522	141	162
transcript:AT4G06165.1	0	0	0	0
transcript:AT4G06170.1	0	0	0	0
transcript:AT4G06175.1	4	10	21	11
transcript:AT4G06185.1	0	0	0	0
transcript:AT4G06195.1	2	2	10	10
transcript:AT4G06200.1	0	0	0	0
transcript:AT4G06205.1	0	0	0	0
transcript:AT4G06210.1	2	4	4	11
transcript:AT4G06215.1	229	216	109	101
transcript:AT4G06225.1	1	3	5	3
transcript:AT4G06235.1	2	0	11	3
transcript:AT4G06265.1	4	1	0	0
transcript:AT4G06280.1	0	0	0	0
transcript:AT4G06285.1	13	8	15	8
transcript:AT4G06290.1	0	0	0	0
transcript:AT4G06295.1	0	0	0	0
transcript:AT4G06300.1	0	0	0	0
transcript:AT4G06330.1	0	0	0	0
transcript:AT4G06335.1	3	0	1	1
transcript:AT4G06340.1	228	201	95	189
transcript:AT4G06345.1	0	0	0	0
transcript:AT4G06365.1	0	0	0	0
transcript:AT4G06370.1	0	0	0	0
transcript:AT4G06380.1	2	5	0	2
transcript:AT4G06385.1	0	4	3	1
transcript:AT4G06390.1	1	0	0	0
transcript:AT4G06395.1	0	5	3	6
transcript:AT4G06400.1	0	1	0	0
transcript:AT4G06410.1	185	180	187	206
transcript:AT4G06415.1	11	5	28	22
transcript:AT4G06425.1	0	0	0	0
transcript:AT4G06440.1	1	0	0	0
transcript:AT4G06445.1	0	0	0	0
transcript:AT4G06450.1	0	0	0	0
transcript:AT4G06455.1	3	1	0	0
transcript:AT4G06460.1	0	0	0	0
transcript:AT4G06665.1	1409	1478	1336	1363
transcript:AT4G17098.1	813	758	513	552
transcript:AT4G17098.2	0	0	0	0
transcript:AT4G17098.3	0	0	0	0
transcript:AT4G06675.1	0	0	0	0
transcript:AT4G06685.1	54	82	45	86
transcript:AT4G06695.1	378	355	338	374
transcript:AT4G06715.1	0	0	0	0
transcript:AT4G06725.1	0	0	0	0
transcript:AT4G06745.1	133	104	171	92
transcript:AT4G06755.1	0	0	0	0
transcript:AT4G06760.1	0	0	0	0
transcript:AT4G06765.1	0	0	0	0
transcript:AT4G06770.1	46	44	65	73
transcript:AT4G06775.1	9	13	9	8
transcript:AT4G06780.1	17	10	13	22
transcript:AT4G06795.1	1	0	1	2
transcript:AT4G06800.1	0	0	0	0
transcript:AT4G06805.1	0	0	0	0
transcript:AT4G06810.1	0	0	0	0
transcript:AT4G06815.1	0	3	0	0
transcript:AT4G06820.1	0	0	0	2
transcript:AT4G06825.1	0	0	0	0
transcript:AT4G06830.1	0	2	0	0
transcript:AT4G06835.1	8	2	0	4
transcript:AT4G06845.1	0	0	0	0
transcript:AT4G06850.1	0	2	0	0
transcript:AT4G06855.1	0	0	0	0
transcript:AT4G06860.1	0	0	1	0
transcript:AT4G06870.1	104	109	106	103
transcript:AT4G06875.1	25	14	23	24
transcript:AT4G06880.1	30	38	34	28
transcript:AT4G06885.1	0	0	0	0
transcript:AT4G06890.1	0	0	0	0
transcript:AT4G06895.1	0	0	1	0
transcript:AT4G06900.1	0	0	0	0
transcript:AT4G06905.1	0	0	0	0
transcript:AT4G06910.1	0	0	0	0
transcript:AT4G06920.1	0	0	0	0
transcript:AT4G06930.1	0	0	0	0
transcript:AT4G06925.1	0	0	0	0
transcript:AT4G06935.1	20	34	3	6
transcript:AT4G06945.1	2	1	0	1
transcript:AT4G06950.1	0	0	0	0
transcript:AT4G06955.1	2	2	0	0
transcript:AT4G06960.1	0	0	0	0
transcript:AT4G20362.1	13773	15986	22518	23235
transcript:AT4G06965.1	0	0	0	0
transcript:AT4G06970.1	0	0	0	0
transcript:AT4G06975.1	0	1	0	1
transcript:AT4G06980.1	23	26	23	38
transcript:AT4G06985.1	309	218	123	148
transcript:AT4G06990.1	3	2	7	5
transcript:AT4G06995.1	67	76	21	27
transcript:AT4G07010.1	0	0	0	1
transcript:AT4G07015.1	0	0	0	0
transcript:AT4G07020.1	1	0	0	0
transcript:AT4G07025.1	0	0	0	0
transcript:AT4G07030.1	82	51	118	117
transcript:AT4G07040.1	0	0	0	0
transcript:AT4G07045.1	0	0	0	0
transcript:AT4G07050.1	0	0	0	0
transcript:AT4G07055.1	0	0	0	0
transcript:AT4G07060.1	0	0	0	0
transcript:AT4G22233.1	0	0	0	0
transcript:AT4G22233.2	0	0	0	0
transcript:AT4G07065.1	0	1	4	3
transcript:AT4G07070.1	10	14	3	0
transcript:AT4G07085.1	3	2	4	1
transcript:AT4G07090.1	0	0	0	0
transcript:AT4G07095.1	85	47	25	41
transcript:AT4G07105.1	0	0	0	0
transcript:AT4G07110.1	0	0	0	0
transcript:AT4G07115.1	0	0	0	0
transcript:AT4G07125.1	0	0	0	0
transcript:AT4G07130.1	119	92	144	143
transcript:AT4G07135.1	0	1	0	6
transcript:AT4G07150.1	0	0	0	0
transcript:AT4G07160.1	0	0	0	0
transcript:AT4G07165.1	123	84	2	13
transcript:AT4G07170.1	0	3	1	7
transcript:AT4G07175.1	0	0	0	0
transcript:AT4G07180.1	0	0	0	0
transcript:AT4G07185.1	0	0	0	0
transcript:AT4G07190.1	1295	1373	1497	1295
transcript:AT4G07195.1	9	10	8	10
transcript:AT4G07200.1	0	0	0	1
transcript:AT4G07205.1	4	5	2	1
transcript:AT4G07210.1	0	1	2	0
transcript:AT4G07215.1	0	0	0	0
transcript:AT4G07225.1	0	0	0	0
transcript:AT4G07220.1	0	0	0	0
transcript:AT4G07230.1	0	0	0	0
transcript:AT4G07235.1	0	0	0	0
transcript:AT4G07240.1	0	0	0	0
transcript:AT4G07245.1	0	0	0	0
transcript:AT4G07250.1	0	1	0	0
transcript:AT4G07255.1	13	21	44	53
transcript:AT4G07260.1	66	55	64	28
transcript:AT4G07265.1	0	0	0	0
transcript:AT4G07270.1	0	0	0	0
transcript:AT4G07275.1	203	255	168	186
transcript:AT4G07280.1	0	0	0	0
transcript:AT4G07285.1	94	159	112	179
transcript:AT4G07290.1	17	24	16	43
transcript:AT4G07295.1	0	0	0	0
transcript:AT4G07300.1	0	0	0	0
transcript:AT4G07305.1	0	0	0	0
transcript:AT4G07335.1	0	0	0	0
transcript:AT4G07345.1	1	0	0	0
transcript:AT4G07365.1	1	8	10	2
transcript:AT4G07375.1	0	0	0	0
transcript:AT4G07385.1	0	1	0	0
transcript:AT4G07395.1	0	0	0	0
transcript:AT4G07405.1	0	0	0	0
transcript:AT4G07405.2	0	0	0	0
transcript:AT4G07405.3	0	0	0	0
transcript:AT4G25719.1	162	188	74	93
transcript:AT4G25719.2	0	0	0	0
transcript:AT4G07465.1	0	0	0	0
transcript:AT4G25885.1	31	24	20	37
transcript:AT4G07505.1	0	0	0	0
transcript:AT4G26095.1	0	0	1	0
transcript:AT4G26095.2	0	0	0	0
transcript:AT4G07535.1	0	0	0	0
transcript:AT4G07545.1	0	2	0	0
transcript:AT4G07575.1	0	0	0	0
transcript:AT4G07645.1	0	0	0	0
transcript:AT4G07655.1	0	1	6	0
transcript:AT4G26488.1	0	0	0	0
transcript:AT4G26488.2	0	0	0	0
transcript:AT4G26542.1	243	275	947	1092
transcript:AT4G07665.1	0	0	0	0
transcript:AT4G26582.1	0	0	0	0
transcript:AT4G26582.2	0	0	0	0
transcript:AT4G26795.1	0	0	0	0
transcript:AT4G26795.2	0	0	0	0
transcript:AT4G26795.4	0	0	0	0
transcript:AT4G26795.3	0	0	0	0
transcript:AT4G26795.5	0	0	0	0
transcript:AT4G26795.6	0	0	0	0
transcript:AT4G26795.7	0	0	0	0
transcript:AT4G07715.1	0	0	0	0
transcript:AT4G07735.1	197	136	69	78
transcript:AT4G07745.1	0	0	0	0
transcript:AT4G07765.1	0	0	0	0
transcript:AT4G07775.1	0	0	0	0
transcript:AT4G07785.1	0	0	0	0
transcript:AT4G07805.1	0	0	0	0
transcript:AT4G07815.1	0	1	0	0
transcript:AT4G07845.1	0	0	0	0
transcript:AT4G07855.1	113	83	60	67
transcript:AT4G07855.2	1435	1445	616	933
transcript:AT4G07865.1	0	0	0	0
transcript:AT4G07895.1	33	30	11	15
transcript:AT4G07905.1	3	5	1	3
transcript:AT4G27852.1	0	0	0	0
transcript:AT4G27852.2	0	0	0	0
transcript:AT4G27852.3	63	27	30	24
transcript:AT4G27852.4	0	0	0	0
transcript:AT4G07925.1	0	1	0	0
transcript:AT4G07955.1	0	0	0	0
transcript:AT4G07985.1	0	0	0	0
transcript:AT4G28162.1	0	0	0	0
transcript:AT4G28162.2	0	0	0	0
transcript:AT4G28162.3	0	0	0	0
transcript:AT4G08005.1	1	1	0	2
transcript:AT4G08015.1	40	37	93	104
transcript:AT4G28652.1	368	320	434	516
transcript:AT4G08045.1	0	2	0	0
transcript:AT4G08065.1	0	0	0	0
transcript:AT4G08075.1	0	0	0	0
transcript:AT4G08085.1	0	0	0	0
transcript:AT4G08185.1	0	0	2	0
transcript:AT4G08195.1	0	0	0	0
transcript:AT4G08205.1	0	0	0	0
transcript:AT4G08215.1	0	0	0	0
transcript:AT4G08225.1	101	133	80	127
transcript:AT4G08245.1	50	42	34	45
transcript:AT4G08245.2	19	8	10	7
transcript:AT4G08255.1	45	32	43	27
transcript:AT4G08265.1	0	1	0	0
transcript:AT4G08285.1	21	5	0	5
transcript:AT4G08295.1	10	5	5	7
transcript:AT4G08305.1	187	283	138	135
transcript:AT4G08315.1	2	3	8	2
transcript:AT4G08355.1	0	0	0	0
transcript:AT4G08365.1	0	0	0	0
transcript:AT4G08385.1	0	0	0	0
transcript:AT4G08415.1	1	0	0	0
transcript:AT4G31248.1	256	215	161	143
transcript:AT4G08435.1	0	0	0	0
transcript:AT4G08445.1	0	0	0	0
transcript:AT4G08465.1	1	0	0	0
transcript:AT4G08475.1	0	0	0	0
transcript:AT4G08495.1	0	0	0	0
transcript:AT4G31398.1	15	21	20	8
transcript:AT4G31398.2	0	0	0	0
transcript:AT4G08505.1	70	37	28	31
transcript:AT4G08515.1	0	0	0	0
transcript:AT4G08525.1	0	0	2	0
transcript:AT4G08565.1	0	0	0	0
transcript:AT4G08575.1	83	104	117	139
transcript:AT4G08585.1	0	0	0	1
transcript:AT4G08595.1	0	0	0	0
transcript:AT4G08635.1	0	0	0	3
transcript:AT4G08665.1	0	0	0	0
transcript:AT4G08705.1	44	38	17	27
transcript:AT4G08715.1	0	0	0	0
transcript:AT4G08725.1	0	0	0	0
transcript:AT4G08775.1	19	21	22	22
transcript:AT4G08785.1	7	2	0	3
transcript:AT4G08785.2	118	103	104	76
transcript:AT4G08795.1	377	374	559	442
transcript:AT4G08805.1	81	97	56	59
transcript:AT4G08815.1	127	199	539	367
transcript:AT4G08825.1	52	50	63	73
transcript:AT4G08835.1	2	5	0	0
transcript:AT4G08845.1	0	0	0	0
transcript:AT4G08855.1	0	0	0	0
transcript:AT4G08865.1	0	0	0	0
transcript:AT4G08885.1	0	0	0	0
transcript:AT4G08915.1	0	4	0	0
transcript:AT4G34071.1	1	0	0	0
transcript:AT4G08925.1	140	182	86	88
transcript:AT4G08935.1	51	33	68	56
transcript:AT4G08955.1	0	0	0	0
transcript:AT4G08965.1	0	0	0	0
transcript:AT4G08975.1	0	0	0	0
transcript:AT4G34332.1	0	0	0	3
transcript:AT4G08985.1	2	8	83	44
transcript:AT4G09005.1	0	0	0	0
transcript:AT4G09015.1	0	0	0	0
transcript:AT4G09025.1	0	0	0	0
transcript:AT4G09045.1	0	0	0	0
transcript:AT4G09055.1	0	0	0	0
transcript:AT4G09065.1	0	0	0	0
transcript:AT4G09075.1	0	0	0	0
transcript:AT4G09085.1	0	0	0	0
transcript:AT4G09105.1	0	0	2	0
transcript:AT4G09115.1	0	0	0	0
transcript:AT4G09125.1	0	0	0	0
transcript:AT4G09145.1	3	3	4	7
transcript:AT4G09155.1	0	0	0	0
transcript:AT4G09165.1	12	10	9	12
transcript:AT4G09175.1	0	0	0	0
transcript:AT4G09185.1	0	0	0	0
transcript:AT4G09225.1	1405	1110	276	366
transcript:AT4G09235.1	0	0	0	0
transcript:AT4G09240.1	2	1	3	2
transcript:AT4G36032.1	0	0	0	0
transcript:AT4G36032.2	0	0	0	0
transcript:AT4G36052.2	0	0	0	0
transcript:AT4G36052.1	0	0	0	0
transcript:AT4G09265.1	0	0	0	2
transcript:AT4G09275.1	0	2	2	0
transcript:AT4G09285.1	0	0	0	0
transcript:AT4G09295.1	0	0	0	0
transcript:AT4G09305.1	0	0	0	0
transcript:AT4G09315.1	0	0	0	0
transcript:AT4G09325.1	0	0	0	0
transcript:AT4G09335.1	1	0	1	0
transcript:AT4G09375.1	28	25	114	111
transcript:AT4G09385.1	1	0	4	0
transcript:AT4G36808.1	2193	2427	1615	1994
transcript:AT4G09395.1	0	0	0	0
transcript:AT4G09415.1	1	0	0	0
transcript:AT4G09445.1	0	0	0	2
transcript:AT4G37225.1	0	0	0	0
transcript:AT4G37225.2	0	0	0	0
transcript:AT4G09485.1	0	0	0	0
transcript:AT4G09495.1	0	0	0	0
transcript:AT4G37432.2	0	0	0	0
transcript:AT4G37432.1	0	0	0	0
transcript:AT4G37553.1	90	110	159	191
transcript:AT4G37553.2	0	0	0	0
transcript:AT4G37553.3	0	0	0	0
transcript:AT4G37553.4	0	0	0	0
transcript:AT4G09515.1	1	0	0	0
transcript:AT4G09525.1	0	0	0	0
transcript:AT4G09555.1	0	0	0	2
transcript:AT4G09575.1	0	0	0	0
transcript:AT4G09605.1	0	3	0	1
transcript:AT4G09635.1	0	0	0	0
transcript:AT4G09645.1	0	0	0	0
transcript:AT4G09655.1	0	0	0	0
transcript:AT4G09665.1	0	0	0	0
transcript:AT4G37895.1	168	132	79	62
transcript:AT4G09675.1	0	0	0	0
transcript:AT4G09685.1	110	104	92	105
transcript:AT4G38215.1	257	305	97	86
transcript:AT4G09695.1	1747	2080	1800	1565
transcript:AT4G09705.1	2	0	0	2
transcript:AT4G38545.1	0	2	2	1
transcript:AT4G38545.2	0	0	0	0
transcript:AT4G38545.3	0	0	0	0
transcript:AT4G38552.1	4839	3882	2299	2751
transcript:AT4G09715.1	168	140	3	0
transcript:AT4G09725.1	0	0	0	0
transcript:AT4G09755.1	0	0	0	0
transcript:AT4G09765.1	0	0	0	0
transcript:AT4G38932.1	580	561	838	802
transcript:AT4G09785.1	80	88	92	94
transcript:AT4G09815.1	322	251	289	307
transcript:AT4G09825.1	0	0	0	0
transcript:AT4G09855.1	0	0	0	0
transcript:AT4G09865.1	0	0	0	0
transcript:AT4G09885.1	0	4	0	0
transcript:AT4G09895.1	0	0	0	0
transcript:AT4G09905.1	0	0	0	0
transcript:AT4G09915.1	0	0	0	0
transcript:AT4G39838.1	1586	1669	936	1085
transcript:AT4G09935.1	0	0	0	0
transcript:AT4G09945.1	9	7	0	8
transcript:AT4G09955.1	31	26	27	39
transcript:AT4G09975.1	83	111	210	238
transcript:AT4G09985.1	35	23	30	31
transcript:AT4G40085.1	18	19	14	19
transcript:AT4G40085.3	0	0	0	0
transcript:AT4G40085.2	0	0	0	0
transcript:AT4G09995.1	0	0	2	0
transcript:AT5G00730.1	0	0	0	0
transcript:AT5G00735.1	0	0	0	0
transcript:AT5G00740.1	0	0	0	0
transcript:AT5G01175.2	0	0	0	0
transcript:AT5G01175.1	0	0	0	0
transcript:AT5G01215.1	0	0	0	0
transcript:AT5G01215.2	0	0	0	0
transcript:AT5G00745.1	0	0	0	0
transcript:AT5G00770.1	0	2	0	1
transcript:AT5G00775.1	0	0	0	0
transcript:AT5G01542.1	1863	1454	160	104
transcript:AT5G00780.1	0	0	0	0
transcript:AT5G00780.2	0	0	0	0
transcript:AT5G00780.3	0	0	0	0
transcript:AT5G01595.1	8769	8622	1591	1202
transcript:AT5G00785.1	177	232	40	39
transcript:AT5G01732.1	478	450	293	322
transcript:AT5G00790.1	0	0	0	0
transcript:AT5G00795.1	0	0	0	0
transcript:AT5G00800.1	0	0	0	0
transcript:AT5G00805.1	0	0	0	0
transcript:AT5G00810.1	1	1	0	1
transcript:AT5G00815.1	4	14	4	8
transcript:AT5G00820.1	92	91	144	133
transcript:AT5G00825.1	2	4	4	0
transcript:AT5G00835.1	0	0	0	0
transcript:AT5G00840.1	0	0	0	0
transcript:AT5G00845.1	0	0	0	0
transcript:AT5G00850.1	0	0	0	0
transcript:AT5G00855.1	0	2	0	0
transcript:AT5G00860.1	22	4	3	13
transcript:AT5G00865.1	72	100	69	79
transcript:AT5G00870.1	136	149	44	40
transcript:AT5G00875.2	0	0	0	0
transcript:AT5G00875.1	0	0	0	0
transcript:AT5G00880.1	71	100	48	50
transcript:AT5G00895.1	5	6	6	13
transcript:AT5G00900.1	2	2	0	1
transcript:AT5G00905.1	26	40	29	39
transcript:AT5G00910.1	0	0	0	0
transcript:AT5G00920.1	71	70	69	77
transcript:AT5G00930.1	0	0	0	0
transcript:AT5G03668.1	100	124	36	59
transcript:AT5G00935.1	0	0	0	0
transcript:AT5G00940.1	0	0	0	0
transcript:AT5G00950.1	0	0	0	0
transcript:AT5G00955.1	0	0	0	0
transcript:AT5G00960.1	0	0	0	0
transcript:AT5G00965.1	38	34	45	33
transcript:AT5G00970.1	0	0	0	0
transcript:AT5G00975.1	5	10	5	9
transcript:AT5G00980.1	43	49	58	58
transcript:AT5G00985.1	27	8	20	21
transcript:AT5G00990.1	280	237	280	188
transcript:AT5G00995.1	0	0	0	0
transcript:AT5G01005.1	38	45	38	40
transcript:AT5G01045.1	0	11	0	2
transcript:AT5G05435.1	0	0	0	0
transcript:AT5G05435.2	0	0	0	0
transcript:AT5G05435.4	0	0	0	0
transcript:AT5G05435.3	0	0	0	0
transcript:AT5G05435.5	0	0	0	0
transcript:AT5G05435.6	0	0	0	0
transcript:AT5G01055.1	0	2	0	1
transcript:AT5G01065.1	0	0	0	0
transcript:AT5G01095.1	124	99	237	215
transcript:AT5G01105.1	0	0	0	0
transcript:AT5G01115.1	0	0	0	0
transcript:AT5G01125.1	11	12	11	6
transcript:AT5G01155.1	24	28	28	6
transcript:AT5G01205.1	9	10	1	8
transcript:AT5G01235.1	0	0	0	2
transcript:AT5G01245.1	0	0	0	0
transcript:AT5G01255.1	2657	2205	1157	651
transcript:AT5G06865.1	1	0	11	6
transcript:AT5G06865.2	0	0	0	0
transcript:AT5G01275.1	0	0	0	2
transcript:AT5G01285.1	1	1	4	5
transcript:AT5G01295.1	56	49	31	48
transcript:AT5G01315.1	173	123	119	174
transcript:AT5G07152.1	0	0	0	0
transcript:AT5G07152.2	0	0	0	0
transcript:AT5G07152.3	0	0	0	0
transcript:AT5G01325.1	0	0	0	0
transcript:AT5G01345.1	7	8	6	8
transcript:AT5G01375.1	72	52	68	120
transcript:AT5G01385.1	0	0	2	0
transcript:AT5G01395.1	0	0	0	0
transcript:AT5G01405.1	0	0	0	0
transcript:AT5G01415.1	0	0	0	0
transcript:AT5G01425.1	0	0	0	0
transcript:AT5G01435.1	60	87	70	69
transcript:AT5G01455.1	5	4	9	13
transcript:AT5G01465.1	0	0	0	0
transcript:AT5G01475.1	0	0	0	0
transcript:AT5G01485.1	0	0	0	0
transcript:AT5G01535.1	18	5	19	25
transcript:AT5G01545.1	143	151	186	182
transcript:AT5G01555.1	61	69	59	62
transcript:AT5G01565.1	0	0	0	0
transcript:AT5G01575.1	0	0	0	0
transcript:AT5G01585.1	1	0	0	0
transcript:AT5G01605.1	0	0	0	0
transcript:AT5G01615.1	7	5	12	5
transcript:AT5G09443.1	100	89	94	82
transcript:AT5G01635.1	0	0	0	0
transcript:AT5G01645.1	89	86	74	106
transcript:AT5G01655.1	0	0	0	0
transcript:AT5G01665.1	0	0	1	0
transcript:AT5G01675.1	0	0	0	0
transcript:AT5G01675.2	0	0	0	0
transcript:AT5G01675.6	0	0	0	0
transcript:AT5G01675.3	0	0	0	0
transcript:AT5G01675.4	0	0	0	0
transcript:AT5G01675.5	0	0	0	0
transcript:AT5G01685.1	0	0	0	0
transcript:AT5G01695.1	0	0	0	1
transcript:AT5G01705.1	0	0	0	0
transcript:AT5G01725.1	0	0	0	0
transcript:AT5G01765.1	2953	2813	2350	2387
transcript:AT5G01775.1	20	32	16	16
transcript:AT5G01795.1	0	0	0	0
transcript:AT5G01805.1	0	0	0	0
transcript:AT5G01815.1	361	293	274	127
transcript:AT5G01825.1	0	0	0	0
transcript:AT5G01835.1	992	1022	465	712
transcript:AT5G10965.2	0	0	0	0
transcript:AT5G10965.1	0	0	0	0
transcript:AT5G10965.5	0	0	0	0
transcript:AT5G10965.4	0	0	0	0
transcript:AT5G10965.3	0	0	0	0
transcript:AT5G01855.1	0	0	1	0
transcript:AT5G01865.1	4	1	0	0
transcript:AT5G01875.1	0	0	0	0
transcript:AT5G01885.1	0	0	0	0
transcript:AT5G01925.1	0	0	0	1
transcript:AT5G01935.1	28	30	13	19
transcript:AT5G01945.1	29	31	11	11
transcript:AT5G01955.1	0	0	0	0
transcript:AT5G01965.1	0	0	0	0
transcript:AT5G01975.1	0	0	0	0
transcript:AT5G01985.1	0	0	0	0
transcript:AT5G01995.1	0	0	0	0
transcript:AT5G02015.1	0	0	0	0
transcript:AT5G02045.1	0	0	0	0
transcript:AT5G02055.1	0	0	4	2
transcript:AT5G02075.1	0	0	0	0
transcript:AT5G02085.1	0	0	0	0
transcript:AT5G02095.1	1288	1892	1895	2112
transcript:AT5G02105.1	61	40	46	44
transcript:AT5G02125.1	0	0	0	2
transcript:AT5G02145.1	0	0	0	0
transcript:AT5G02155.1	51	32	417	357
transcript:AT5G02175.1	0	0	0	0
transcript:AT5G02185.1	0	0	0	0
transcript:AT5G02195.1	56	48	51	56
transcript:AT5G02205.1	2	0	0	0
transcript:AT5G02215.1	0	0	0	0
transcript:AT5G02225.1	10	16	15	24
transcript:AT5G02265.1	0	0	0	0
transcript:AT5G02275.1	0	0	0	0
transcript:AT5G15022.1	23	28	18	23
transcript:AT5G02335.1	0	0	0	0
transcript:AT5G02345.1	0	0	0	0
transcript:AT5G02355.1	0	0	0	0
transcript:AT5G02365.1	0	0	0	0
transcript:AT5G02375.1	0	0	0	0
transcript:AT5G02395.1	0	0	0	0
transcript:AT5G02405.1	0	0	0	0
transcript:AT5G02415.1	19	7	4	22
transcript:AT5G02425.1	38	33	34	39
transcript:AT5G02455.1	2	0	8	7
transcript:AT5G02465.1	0	0	0	0
transcript:AT5G15845.1	6	2	0	0
transcript:AT5G15845.2	0	0	0	0
transcript:AT5G15845.5	0	0	0	0
transcript:AT5G15845.4	0	0	0	0
transcript:AT5G15845.3	0	0	0	0
transcript:AT5G02485.1	0	0	0	0
transcript:AT5G02495.1	0	0	0	0
transcript:AT5G02515.1	6	10	42	48
transcript:AT5G16235.1	0	0	0	0
transcript:AT5G16235.2	10	13	1	6
transcript:AT5G02525.1	7	4	5	5
transcript:AT5G02555.1	11	12	25	32
transcript:AT5G02595.1	24	15	25	27
transcript:AT5G02605.1	76	52	51	61
transcript:AT5G02635.1	0	0	0	0
transcript:AT5G02645.1	13	9	5	8
transcript:AT5G02685.1	0	0	0	0
transcript:AT5G02695.1	21	35	34	48
transcript:AT5G02705.1	13	4	4	5
transcript:AT5G02715.1	2	0	0	0
transcript:AT5G02735.1	0	0	0	0
transcript:AT5G02745.1	3	3	1	7
transcript:AT5G02755.1	144	199	99	144
transcript:AT5G02765.1	0	0	0	0
transcript:AT5G02775.1	0	0	0	0
transcript:AT5G02785.1	0	0	0	0
transcript:AT5G02795.1	0	0	0	0
transcript:AT5G02805.1	0	0	0	0
transcript:AT5G02835.1	0	0	0	0
transcript:AT5G02855.1	0	0	0	0
transcript:AT5G02865.1	0	0	0	0
transcript:AT5G02875.1	88	54	77	75
transcript:AT5G18245.1	0	0	0	0
transcript:AT5G18245.2	0	0	0	0
transcript:AT5G18245.5	0	0	0	0
